Title,ISBN,Source,Cover,Price,MRP,Discount,Format,Rating
An Introduction to Astrophysics 2nd  Edition,9788120340718,https://www.flipkart.com/introduction-astrophysics-2nd/p/itm2dfdc5687cfe5?pid=9788120340718,https://rukminim2.flixcart.com/image/612/612/kigbjbk0-0/book/n/j/b/an-introduction-to-astrophysics-original-imafy8uwfjszzhzy.jpeg?q=70,₹411,₹650,36% off,"English, Paperback, Basu Baidyanath",4.5
Kittel's Introduction to Solid State Physics 1 Edition,9788126578436,https://www.flipkart.com/kittel-s-introduction-solid-state-physics-1/p/itme6774e76de3a4?pid=9788126578436,https://rukminim2.flixcart.com/image/612/612/k4hcjgw0/book/4/3/6/introduction-to-solid-state-physics-original-imafndhgpzz8bdwg.jpeg?q=70,₹869,₹919,5% off,"English, Paperback, Kittel Charles",4.5
"Introduction to Automata Theory, Languages, and Computation, 3e 3rd  Edition",9788131720479,https://www.flipkart.com/introduction-automata-theory-languages-computation-3e-3rd/p/itm59a5b44b95dfe?pid=9788131720479,https://rukminim2.flixcart.com/image/612/612/book/4/7/9/introduction-to-automata-theory-languages-and-computation-original-imaefwmfdfzpchdk.jpeg?q=70,₹750,₹950,21% off,"English, Paperback, John E. Hopcroft, Rajeev Motwani, Jeffrey D Ullman",4.4
Problems In Calculus Of One Variable (With Elements Of Theory) By Issac A. Maron 1988 Edition ( Book From Soviet Era ),RBKGN67XEG2WEHY3,https://www.flipkart.com/problems-calculus-one-variable-with-elements-theory-issac-a-maron-1988-book-soviet-era/p/itmc6c4a719ed0f4?pid=RBKGN67XEG2WEHY3,https://rukminim2.flixcart.com/image/612/612/xif0q/regionalbooks/n/q/u/problems-in-calculus-of-one-variable-with-elements-of-theory-by-original-imagn67wfzhzdehe.jpeg?q=70,"₹1,624","₹2,500",35% off,"Hardcover, Issac A. Maron",
Ganit Parichay 3 / E1,9788177093049,https://www.flipkart.com/ganit-parichay-3-e1/p/itmd8jtszndu9rav?pid=9788177093049,https://rukminim2.flixcart.com/image/612/612/book/0/4/9/ganit-parichay-3-e1-original-imad8jutzjfysweu.jpeg?q=70,₹70,₹124,43% off,"English, Paperback, RAM RAKSHA PRASAD RAI",3.7
"Introduction to SciLab: A Comprehensive Mathematical
Tool",9789334189643,https://www.flipkart.com/introduction-scilab-comprehensive-mathematical-tool/p/itm18e30a6f56953?pid=9789334189643,https://rukminim2.flixcart.com/image/612/612/xif0q/book/i/o/u/introduction-to-scilab-a-comprehensive-mathematical-tool-original-imah8wgkcxnegfrc.jpeg?q=70,₹170,₹200,15% off,"Paperback, Dr. Jitendra Singh",
Introduction to Quantum Electrodynamics and Particle Physics,9789390620760,https://www.flipkart.com/introduction-quantum-electrodynamics-particle-physics/p/itmdyv2t5w3y97yu?pid=9789390620760,https://rukminim2.flixcart.com/image/612/612/l3lx8cw0/book/w/e/g/introduction-to-quantum-electrodynamics-and-particle-physics-original-imagep8hyykfyszu.jpeg?q=70,₹529,₹595,11% off,"English, Paperback, Joshi Deep Chandra",4.6
"Introduction to Engineering Mathematics - I : For the students of (RGPV), Bhopal",9789355013811,https://www.flipkart.com/introduction-engineering-mathematics-students-rgpv-bhopal/p/itm3af191031e351?pid=9789355013811,https://rukminim2.flixcart.com/image/612/612/xif0q/book/f/y/7/introduction-to-engineering-mathematics-i-for-the-students-of-original-imagkh5vuejhturk.jpeg?q=70,₹496,₹499,,"Paperback, H K Dass, Rajnish Verma, Dr. Rama Verma",
Ganit Parichay 1 / E1,9788177092899,https://www.flipkart.com/ganit-parichay-1-e1/p/itmd8jtswgs4ezc5?pid=9788177092899,https://rukminim2.flixcart.com/image/612/612/book/8/9/9/ganit-parichay-1-e1-original-imad8junxgmbehup.jpeg?q=70,₹40,₹108,62% off,"English, Paperback, RAM RAKSHA PRASAD RAI",
Introduction to Rocket Science and Engineering,9781498772334,https://www.flipkart.com/introduction-rocket-science-engineering/p/itmdyfpwcr62msd4?pid=9781498772334,https://rukminim2.flixcart.com/image/612/612/xif0q/book/8/y/p/introduction-to-rocket-science-and-engineering-original-imagjx47qubz9qgj.jpeg?q=70,"₹3,800",,,"English, Electronic book text, Taylor Travis S.",4.9
Introduction to Rocket Science and Engineering,9781498772341,https://www.flipkart.com/introduction-rocket-science-engineering/p/itmdyfpwcr62msd4?pid=9781498772341,https://rukminim2.flixcart.com/image/612/612/xif0q/book/8/y/p/introduction-to-rocket-science-and-engineering-original-imagjx47qubz9qgj.jpeg?q=70,"₹3,800",,,"English, Electronic book text, Taylor Travis S.",4.9
Introduction to Quantum Mechanics 1st Edition,9788126546701,https://www.flipkart.com/introduction-quantum-mechanics-1st/p/itmfbdvv3nhr75fk?pid=9788126546701,https://rukminim2.flixcart.com/image/612/612/jiulk7k0/book/9/6/3/fundamentals-of-quantum-chemistry-original-imae8y3xjqazv7ur.jpeg?q=70,₹680,₹795,14% off,"English, Paperback, Phillips A.C.",4.7
Introduction to Mathematical Physics & Classical Mechanics Bihar B.SC First Sem Nep 2020 Based syllabus book Theory and practicals by Thakur Publication,9789357553575,https://www.flipkart.com/introduction-mathematical-physics-classical-mechanics-bihar-b-sc-first-sem-nep-2020-based-syllabus-book-theory-practicals-thakur-publication/p/itma6e8f69dc1f31?pid=9789357553575,https://rukminim2.flixcart.com/image/612/612/xif0q/book/g/h/r/introduction-to-mathematical-physics-classical-mechanics-bihar-b-original-imagsqhx6apzhct3.jpeg?q=70,₹315,₹350,10% off,"Paperback, Dr. Subodh Kumar Sharma",4.7
Introduction to Endocrinology,9788120338500,https://www.flipkart.com/introduction-to-endocrinology/p/itmdytdyvzpbsapa?pid=9788120338500,https://rukminim2.flixcart.com/image/612/612/kjbr8280-0/book/c/y/i/introduction-to-endocrinology-original-imafyx26gjcbhfkt.jpeg?q=70,₹956,"₹1,195",20% off,"English, Paperback, Chandra Singh Negi",4.2
"Introduction to Engineering Mathematics Volume - I : For APJAKTU, Lucknow Uttar Pradesh",9789355016638,https://www.flipkart.com/introduction-engineering-mathematics-volume-apjaktu-lucknow-uttar-pradesh/p/itmacd5c2a133198?pid=9789355016638,https://rukminim2.flixcart.com/image/612/612/xif0q/book/x/9/w/introduction-to-engineering-mathematics-volume-i-for-apjaktu-original-imagh6fzhxhxhgcv.jpeg?q=70,₹516,₹525,1% off,"Paperback, H K Dass, Dr. Rama Verma, Rajnish Verma",4.4
Introduction to General Zoology: Volume I,9788173814808,https://www.flipkart.com/introduction-general-zoology-volume/p/itmdyu849fze5akz?pid=9788173814808,https://rukminim2.flixcart.com/image/612/612/k01b8280/book/8/0/8/introduction-to-general-zoology-volume-i-original-imafjww7rwgq5p23.jpeg?q=70,₹706,₹815,13% off,"English, Paperback, Chaki Korak Kanti",4.3
Elementary Linear Algebra : A Matrix Approach | Introduction to Linear Algebra | Second Edition | By Pearson,9789353432997,https://www.flipkart.com/elementary-linear-algebra-matrix-approach-introduction-second-pearson/p/itmfgbkyqarxbaw2?pid=9789353432997,https://rukminim2.flixcart.com/image/612/612/jvfk58w0/book/9/9/7/elementary-linear-algebra-a-matrix-approach-introduction-to-original-imafgbk5ufvhgycz.jpeg?q=70,₹499,₹599,16% off,"English, Paperback, Lawrence E Spence,Arnold J Insel,Stephen H. Friedberg",4.5
Introduction to Forensic DNA Evidence for Criminal Justice Professionals,9781439899090,https://www.flipkart.com/introduction-forensic-dna-evidence-criminal-justice-professionals/p/itmf3jxh8waghzus?pid=9781439899090,https://rukminim2.flixcart.com/image/612/612/xif0q/book/j/x/t/introduction-to-forensic-dna-evidence-for-criminal-justice-original-imagk2nhvgg8h6jk.jpeg?q=70,"₹5,001","₹6,899",27% off,"English, Paperback, Taupin Jane Moira",
Human Body Book Introduction to the Vascular System Children's Anatomy & Physiology Edition,9781683056386,https://www.flipkart.com/human-body-book-introduction-vascular-system-children-s-anatomy-physiology/p/itm77b33e9255823?pid=9781683056386,https://rukminim2.flixcart.com/image/612/612/l1xwqkw0/book/p/w/g/human-body-book-introduction-to-the-vascular-system-children-s-original-imagddxzxyxkrcky.jpeg?q=70,"₹1,285","₹1,838",30% off,"English, Paperback, Baby Professor",
An Introduction to Analysis: Differential Calculus: Part I,9788173814372,https://www.flipkart.com/introduction-analysis-differential-calculus-part/p/itmdyu84ntsuspqq?pid=9788173814372,https://rukminim2.flixcart.com/image/612/612/k02qnww0/book/3/7/2/an-introduction-to-analysis-differential-calculus-part-i-original-imafjxczkqqx9edp.jpeg?q=70,₹854,₹999,14% off,"English, Paperback, Ghosh Ram Krishna",3.2
Introduction to Matrix Analytic Methods in Queues 1,9781786307323,https://www.flipkart.com/introduction-matrix-analytic-methods-queues-1/p/itmfc22683743505?pid=9781786307323,https://rukminim2.flixcart.com/image/612/612/xif0q/book/v/f/9/introduction-to-matrix-analytic-methods-in-queues-1-analytical-original-imaghphrrfnjgeug.jpeg?q=70,"₹3,800",,,"English, Hardcover, Chakravarthy Srinivas R.",
Introduction to Optics,9789390005970,https://www.flipkart.com/introduction-to-optics/p/itmb1f6a3af89cad?pid=9789390005970,https://rukminim2.flixcart.com/image/612/612/xif0q/book/x/1/j/introduction-to-optics-original-imah4eaz443aqsms.jpeg?q=70,₹229,₹250,8% off,"Paperback, Dr. C.M.Kale, Dr. R.G. Dorik, Dr.M.K. Babrekar, Dr. Ms S. V. Deshmukh",
Introduction to Fluid Dynamics in Physics and Astrophysics,9780367557775,https://www.flipkart.com/introduction-fluid-dynamics-physics-astrophysics/p/itm2251465112b46?pid=9780367557775,https://rukminim2.flixcart.com/image/612/612/xif0q/book/a/i/8/introduction-to-fluid-dynamics-in-physics-and-astrophysics-original-imagxj5eypbn4kj7.jpeg?q=70,"₹3,800",,,"English, Hardcover, van Eerten Hendrik Jan",
Introduction to Forensic DNA Evidence for Criminal Justice Professionals,9781439899106,https://www.flipkart.com/introduction-forensic-dna-evidence-criminal-justice-professionals/p/itmf3jxh8waghzus?pid=9781439899106,https://rukminim2.flixcart.com/image/612/612/xif0q/book/1/e/i/introduction-to-forensic-dna-evidence-for-criminal-justice-original-imagk44z7bp6kt4n.jpeg?q=70,"₹3,800",,,"English, Electronic book text, Taupin Jane Moira",
CBSE All In One Mathematics Class 12 For 2022 Exam,RBKG674NJTGHCK2Z,https://www.flipkart.com/cbse-all-one-mathematics-class-12-2022-exam/p/itme20621e270aa5?pid=RBKG674NJTGHCK2Z,https://rukminim2.flixcart.com/image/612/612/knni7ww0/book/8/1/o/cbse-all-in-one-mathematics-class-12-for-2022-exam-original-imag2a5vnyemnbxy.jpeg?q=70,₹483,₹575,16% off,"Paperback, Rr. Prem Kumar, Amit Rastogi, Jitendra Gupta",4.3
Introduction to Special Relativity and Space Science,9788126532544,https://www.flipkart.com/introduction-special-relativity-space-science/p/itmdepj8s48k8tpw?pid=9788126532544,https://rukminim2.flixcart.com/image/612/612/book/5/4/4/introduction-to-special-relativity-and-space-science-original-imadaf8vzvghjecu.jpeg?q=70,₹577,₹679,15% off,"English, Undefined, Singh Satya Pal",4.6
Introduction to Coding for Class 6,9789355511768,https://www.flipkart.com/introduction-coding-class-6/p/itm03fe25d17eb74?pid=9789355511768,https://rukminim2.flixcart.com/image/612/612/l432ikw0/book/u/5/o/introduction-to-coding-for-class-vi-original-imagf2cyjf75ypyh.jpeg?q=70,₹487,₹499,2% off,"English, Paperback, Verma S.P",4.5
Introduction to Topology 1 Edition,9788131726921,https://www.flipkart.com/introduction-topology-1/p/itmczyqary6fzjnh?pid=9788131726921,https://rukminim2.flixcart.com/image/612/612/xif0q/book/m/a/g/introduction-to-topology-original-imah44dfwng8dakh.jpeg?q=70,₹656,"₹1,000",34% off,"English, Paperback, Adams Colin",4.7
"Introduction to Microbiology
Volume Two",9789386518781,https://www.flipkart.com/introduction-microbiology-volume-two/p/itmf7rdmpu9xku8c?pid=9789386518781,https://rukminim2.flixcart.com/image/612/612/jkebqfk0/book/7/8/1/introduction-to-microbiology-volume-two-original-imaf7rdm37hzahtb.jpeg?q=70,₹710,,,"English, Paperback, Dr. Prasanna V Dharani Aiyer",5
Introduction to Mathematical Philosophy,9789355710499,https://www.flipkart.com/introduction-mathematical-philosophy/p/itmfbu3meng4yccj?pid=9789355710499,https://rukminim2.flixcart.com/image/612/612/l0h1g280/book/r/g/d/introduction-to-mathematical-philosophy-original-imagc96gv4hu3tgy.jpeg?q=70,₹317,₹400,20% off,"Paperback, Bertrand Russell",4.3
Introduction to General and Applied Entomology 1 Edition,9788172335953,https://www.flipkart.com/introduction-general-applied-entomology-1/p/itmdyu4sdjswjxex?pid=9788172335953,https://rukminim2.flixcart.com/image/612/612/k070zgw0/book/9/5/3/introduction-to-general-and-applied-entomology-original-imafkffmvpj3v49s.jpeg?q=70,₹415,₹440,5% off,"English, Paperback, Awasthi V. B.",4
INTRODUCTION TO MATHEMATICAL ANALYSIS,9789383420797,https://www.flipkart.com/introduction-mathematical-analysis/p/itmewhyrmxaeesbc?pid=9789383420797,https://rukminim2.flixcart.com/image/612/612/j5vcknk0-1/book/7/9/7/introduction-to-mathematical-analysis-original-imaewgrrtzfy7utc.jpeg?q=70,₹280,₹300,6% off,"English, Paperback, AMRITAVA GUPTA",4.3
"Introduction To Fungi, 3rd Edition 1st Edition Reprint Edition",9780521727006,https://www.flipkart.com/introduction-fungi-3rd-1st-reprint/p/itmczzcfqfy8z6gg?pid=9780521727006,https://rukminim2.flixcart.com/image/612/612/book/0/0/6/introduction-to-fungi-3rd-edition-original-imad7hzghrppdxnj.jpeg?q=70,"₹1,620","₹1,995",18% off,"English, Paperback, John W",3.5
Knot Book: Elementary Introduction to the Mathematical Theory of Knots PB 1 Edition,9780821887233,https://www.flipkart.com/knot-book-elementary-introduction-mathematical-theory-knots-pb-1/p/itmd7ruzaf6fzz7g?pid=9780821887233,https://rukminim2.flixcart.com/image/612/612/j7ksia80/book/2/3/3/knot-book-elementary-introduction-to-the-mathematical-theory-of-original-imaexs8yggz5v8fw.jpeg?q=70,"₹1,243","₹1,270",2% off,"English, Paperback, Adams C C",4.7
An Introduction To A Mathematical Treatment Of Economics,RBKGFGN3DM3PN9Z9,https://www.flipkart.com/introduction-mathematical-treatment-economics/p/itm51cc6f1c7d532?pid=RBKGFGN3DM3PN9Z9,https://rukminim2.flixcart.com/image/612/612/l4ln8nk0/regionalbooks/h/g/l/an-introduction-to-a-mathematical-treatment-of-economics-original-imagfgn3szjdpgsh.jpeg?q=70,₹324,₹325,,"Paperback, Archibald",
Introduction to Mechanics – For First Year BSc Physics – Semester 1 – As Per NEP Syllabus - Mumbai University,9789361098222,https://www.flipkart.com/introduction-mechanics-first-year-bsc-physics-semester-1-per-nep-syllabus-mumbai-university/p/itmaf19793c8348f?pid=9789361098222,https://rukminim2.flixcart.com/image/612/612/xif0q/book/8/4/4/introduction-to-mechanics-for-first-year-bsc-physics-semester-1-original-imah6chwruyqdpxb.jpeg?q=70,₹50,₹100,50% off,"Paperback, Dr. S. D. Aghav, B. M. Laware, Dr. P. S. Tambade, V. K. Dhas",
"Mathematics SL 3rd Edition  - Contenst:
*Background Knowledge
*Graphics Calculator Instructions
1. Quadratics
2. Functions
3. Exponentials
4. Logarithms
5. Transforming Functions
6. Sequences and Series
7. The Binomial Expansion
8. The Unit Circle and Radian Measure
9. Non-Right Angled Triangle Trigonometry
10. Trigonometric Functions
11. Trigonometric Equations and Identities
12. Vectors
13. Vector Application
14. Introduction to Diffrential Calculus
15. Rules of Differentiation
16. Properties of Curves
17. Applications of Diffrential Calculus
18. Integration
19. Applications of Integration
20. Descriptive Statistics
21. Linear Modelling
22. Probability
23. Discrete Random Variables
24. The Normal Distribution
25. Miscellaneous Questions",9781921972089,https://www.flipkart.com/mathematics-sl-3rd-contenst-background-knowledge-graphics-calculator-instructions-1-quadratics-2-functions-3-exponentials-4-logarithms-5-transforming-6-sequences-series-7-binomial-expansion-8-unit-circle-radian-measure-9-non-right-angled-triangle-trigonometry-10-trigonometric-11-equations-identities-12-vectors-13-vector-application-14-introduction-diffrential-calculus-15-rules-differentiation-16-properties-curves-17-applications-18-integration-19-20-descriptive-statistics-21-linear-modelling-22-probability-23-discrete-random-variables-24-normal-distribution-25-miscellaneous-questions/p/itmdephy56hdryrb?pid=9781921972089,https://rukminim2.flixcart.com/image/612/612/xif0q/book/n/y/z/mathematics-sl-3rd-edition-original-imah8rbd8xs68vfe.jpeg?q=70,"₹2,811","₹3,499",19% off,"English, Paperback, unknown",
Introduction To Enginering Physics: v. 1,9788121932288,https://www.flipkart.com/introduction-enginering-physics-v-1/p/itmdytgbqrnskxyx?pid=9788121932288,https://rukminim2.flixcart.com/image/612/612/jqy3dzk0/book/2/8/8/introduction-to-enginering-physics-v-1-original-imafcunzuepyc2rg.jpeg?q=70,₹319,₹450,29% off,"English, Paperback, Rajput R. K.",
An Introduction to Statistical Genetic Data Analysis,9780262538381,https://www.flipkart.com/introduction-statistical-genetic-data-analysis/p/itmf5f2903db43ce?pid=9780262538381,https://rukminim2.flixcart.com/image/612/612/xif0q/book/3/q/l/an-introduction-to-statistical-genetic-data-analysis-original-imagk5xzbfekyfbg.jpeg?q=70,"₹2,817","₹3,300",14% off,"English, Paperback, Mills Melinda C.",
An Introduction to Polymer Physics,9780521637213,https://www.flipkart.com/introduction-polymer-physics/p/itmduzvd55zhqgt7?pid=9780521637213,https://rukminim2.flixcart.com/image/612/612/k0o69ow0/book/2/1/3/an-introduction-to-polymer-physics-original-imafkdwzyuq2f9af.jpeg?q=70,"₹7,663","₹9,002",14% off,"English, Paperback, Bower David I.",
Modern Introduction to Surface Plasmons,9780521767170,https://www.flipkart.com/modern-introduction-surface-plasmons/p/itmf2gg9rnfmc3ur?pid=9780521767170,https://rukminim2.flixcart.com/image/612/612/k0r15e80/book/1/7/0/modern-introduction-to-surface-plasmons-original-imafkhcmw66pzcn5.jpeg?q=70,"₹6,418","₹7,899",18% off,"English, Hardcover, Sarid Dror",
Introduction to Modern Digital Holography,9781107016705,https://www.flipkart.com/introduction-modern-digital-holography/p/itmdmthkjkzp76ra?pid=9781107016705,https://rukminim2.flixcart.com/image/612/612/kjd6nww0-0/book/j/j/v/introduction-to-modern-digital-holography-original-imafyxxkdgfgq3za.jpeg?q=70,"₹5,905","₹7,199",17% off,"English, Hardcover, Poon Ting-Chung",
An Introduction to Flapping Wing Aerodynamics,9781107037267,https://www.flipkart.com/introduction-flapping-wing-aerodynamics/p/itmfbh9xrp3yekpz?pid=9781107037267,https://rukminim2.flixcart.com/image/612/612/jp8ngcw0-1/book/2/6/7/cambridge-aerospace-series-an-introduction-to-flapping-wing-original-imafbj2aga3wnfjz.jpeg?q=70,"₹7,424","₹8,999",17% off,"English, Hardcover, Shyy Wei",
Introduction to Optical Microscopy,9781108428309,https://www.flipkart.com/introduction-optical-microscopy/p/itmdyf78hgpehhzy?pid=9781108428309,https://rukminim2.flixcart.com/image/612/612/xif0q/book/y/z/u/introduction-to-optical-microscopy-original-imagxdhtarvahywr.jpeg?q=70,"₹1,442","₹1,710",15% off,"English, Hardcover, Mertz Jerome",
An Introduction to the Theory of Reproducing Kernel Hilbert Spaces,9781107104099,https://www.flipkart.com/introduction-theory-reproducing-kernel-hilbert-spaces/p/itm3be79675e99e6?pid=9781107104099,https://rukminim2.flixcart.com/image/612/612/jpfsnm80/book/0/9/9/cambridge-studies-in-advanced-mathematics-an-introduction-to-the-original-imafbnww4jz6afcj.jpeg?q=70,"₹5,316","₹9,754",45% off,"English, Hardcover, Paulsen Vern I.",
Introduction to Mathematical Black Holes,9789356215344,https://www.flipkart.com/introduction-mathematical-black-holes/p/itm4f1f7e135f1bc?pid=9789356215344,https://rukminim2.flixcart.com/image/612/612/xif0q/book/a/p/u/introduction-to-mathematical-black-holes-original-imahferjh4mygysn.jpeg?q=70,₹962,"₹1,100",12% off,"Paperback, Awad Elawad",
Introduction to the Physics of Waves,9780521147163,https://www.flipkart.com/introduction-physics-waves/p/itmdzkyz4cadxrs4?pid=9780521147163,https://rukminim2.flixcart.com/image/612/612/kq2o2vk0/book/y/b/p/introduction-to-the-physics-of-waves-original-imag45runbs8jy5w.jpeg?q=70,"₹2,275","₹3,795",40% off,"English, Paperback, Freegarde Tim",
Introduction to Superconductivity: v. 1,9780486435039,https://www.flipkart.com/introduction-superconductivity-v-1/p/itm033973ba74fce?pid=9780486435039,https://rukminim2.flixcart.com/image/612/612/k5fn3ww0/book/0/3/9/introduction-to-superconductivity-v-1-original-imafz3ncemm4ukfs.jpeg?q=70,"₹2,317","₹3,135",26% off,"English, Paperback, Tinkham Michael",
Ganit Parichay Bhag -1,RBKH9HA9JUEUUPXR,https://www.flipkart.com/ganit-parichay-bhag-1/p/itmdda3b00568cbc?pid=RBKH9HA9JUEUUPXR,https://rukminim2.flixcart.com/image/612/612/xif0q/regionalbooks/l/c/c/ganit-parichay-bhag-1-original-imah9ha8x4ah2rbg.jpeg?q=70,₹380,,,"Paperback, Hindi, Team Bharti Bhawan publication",
Introduction to Optical Quantum Information Processing,9780521519144,https://www.flipkart.com/introduction-optical-quantum-information-processing/p/itmf2gg9zpcbeqqq?pid=9780521519144,https://rukminim2.flixcart.com/image/612/612/xif0q/book/r/f/o/introduction-to-optical-quantum-information-processing-original-imagk76hwcgg8z5p.jpeg?q=70,"₹8,274","₹8,307",,"English, Hardcover, Kok Pieter",
Introduction to Nanophotonics,9780521763752,https://www.flipkart.com/introduction-to-nanophotonics/p/itmczzchxzhq7mdh?pid=9780521763752,https://rukminim2.flixcart.com/image/612/612/k0plpjk0/book/7/5/2/introduction-to-nanophotonics-original-imafkgd89u4pedzy.jpeg?q=70,"₹3,775","₹4,826",21% off,"English, Hardcover, Gaponenko Sergey V.",
Introduction to Aberrations in Optical Imaging Systems,9781107006331,https://www.flipkart.com/introduction-aberrations-optical-imaging-systems/p/itmfbu233mfknfqp?pid=9781107006331,https://rukminim2.flixcart.com/image/612/612/l2hwwi80/book/e/0/o/introduction-to-aberrations-in-optical-imaging-systems-original-imagdtxk2nwefg6g.jpeg?q=70,"₹9,328","₹10,961",14% off,"English, Hardcover, Sasian Jose",
"String Theory: Volume 1, An Introduction to the Bosonic String  - Volume 1, An Introduction to the Bosonic Stri",9780521672276,https://www.flipkart.com/string-theory-volume-1-introduction-bosonic-stri/p/itme79381a79fcac?pid=9780521672276,https://rukminim2.flixcart.com/image/612/612/l27wtjk0/book/a/w/g/string-theory-volume-1-an-introduction-to-the-bosonic-string-original-imagdhuhfebzhnpg.jpeg?q=70,"₹5,911","₹6,318",6% off,"English, Paperback, Polchinski Joseph",
Introduction to Ion Beam Biotechnology,9781489999214,https://www.flipkart.com/introduction-ion-beam-biotechnology/p/itmf3gwgq5mmpwbh?pid=9781489999214,https://rukminim2.flixcart.com/image/612/612/ki96c280-0/book/a/b/3/introduction-to-ion-beam-biotechnology-original-imafy2zvchhzkqbr.jpeg?q=70,"₹3,695","₹4,464",17% off,"English, Paperback, Yu Zengliang",
An Introduction to Arthropod Pest Control,9780521567879,https://www.flipkart.com/introduction-arthropod-pest-control/p/itm5f804ae18e121?pid=9780521567879,https://rukminim2.flixcart.com/image/612/612/k8q8nm80/book/8/7/9/an-introduction-to-arthropod-pest-control-original-imafqnxzhp39yafz.jpeg?q=70,"₹3,959","₹4,483",11% off,"English, Paperback, Thacker J. R. M.",
Introduction to Corporate and White-Collar Crime,9780367865887,https://www.flipkart.com/introduction-corporate-white-collar-crime/p/itmfbhf8xbryfysn?pid=9780367865887,https://rukminim2.flixcart.com/image/612/612/xif0q/book/3/z/f/introduction-to-corporate-and-white-collar-crime-original-imagkfecctvtu52z.jpeg?q=70,"₹2,343","₹2,696",13% off,"English, Paperback, DiMarino Frank J.",
Introduction to Nonimaging Optics,9781138747906,https://www.flipkart.com/introduction-nonimaging-optics/p/itmdyfpvfdxdgfzx?pid=9781138747906,https://rukminim2.flixcart.com/image/612/612/xif0q/book/n/7/z/introduction-to-nonimaging-optics-original-imagkym9nszhxgnr.jpeg?q=70,"₹4,959","₹5,774",14% off,"English, Paperback, Chaves Julio",
Introduction to the Study of Palaeontological Botany,9789387488588,https://www.flipkart.com/introduction-study-palaeontological-botany/p/itmf55vhsu82x4xq?pid=9789387488588,https://rukminim2.flixcart.com/image/612/612/jh2aqvk0/book/5/8/8/introduction-to-the-study-of-palaeontological-botany-original-imaf55vrepmjbqxr.jpeg?q=70,₹703,₹950,26% off,"English, Hardcover, John Hutton Balfour, A.M. M.D. EDIN. F.R.S, SEC. R.S.E., F.L.S.",
Introduction to the Characterization of Residual Stress by Neutron Diffraction,9780367393267,https://www.flipkart.com/introduction-characterization-residual-stress-neutron-diffraction/p/itmfbgsxs4ggufnc?pid=9780367393267,https://rukminim2.flixcart.com/image/612/612/xif0q/book/o/p/y/introduction-to-the-characterization-of-residual-stress-by-original-imagg4v24wx9zfyf.jpeg?q=70,"₹3,945","₹4,581",13% off,"English, Paperback, Hutchings M.T.",
An Introduction to Computational Micromechanics,9783540774822,https://www.flipkart.com/introduction-computational-micromechanics/p/itmf3g8utspjksbg?pid=9783540774822,https://rukminim2.flixcart.com/image/612/612/ki6bgcw0-0/book/x/9/n/an-introduction-to-computational-micromechanics-original-imafyy9zzzzgyhzt.jpeg?q=70,"₹4,007","₹5,196",22% off,"English, Paperback, Zohdi Tarek I.",
Solid State Physics  - An Introduction 1st Edition,9788126546718,https://www.flipkart.com/solid-state-physics-introduction-1st/p/itmf3g9w5unkvkqh?pid=9788126546718,https://rukminim2.flixcart.com/image/612/612/jiulk7k0/book/9/6/3/fundamentals-of-quantum-chemistry-original-imae8y3xjqazv7ur.jpeg?q=70,₹701,₹795,11% off,"English, Paperback, Hofmann Philip",
Cecilia Payne-Gaposchkin,9780521483902,https://www.flipkart.com/cecilia-payne-gaposchkin/p/itmd67c9e1b94cc0?pid=9780521483902,https://rukminim2.flixcart.com/image/612/612/k0plpjk0/book/9/0/2/cecilia-payne-gaposchkin-original-imafkfmeg5kedffe.jpeg?q=70,"₹3,365","₹4,299",21% off,"English, Paperback, Payne-Gaposchkin Cecilia",
INTRODUCTION TO COMPUTERS AND PROBLEM SOLVING (First Year (FY) BSc Cyber and Digital Science – Semester 1),9788119117796,https://www.flipkart.com/introduction-computers-problem-solving-first-year-fy-bsc-cyber-digital-science-semester-1/p/itmdcb703a4078f2?pid=9788119117796,https://rukminim2.flixcart.com/image/612/612/xif0q/book/a/g/1/introduction-to-computers-and-problem-solving-first-year-fy-bsc-original-imagtew93nhkhn5d.jpeg?q=70,₹160,₹180,11% off,"Paperback, Dr. Sudhakar D. Bhoite, Abhijeet D. Mankar",
Fundamentals of Statistics – For First Year BSc Statistics – Semester 1 – As Per NEP Syllabus - Mumbai University - Also useful for Introduction to Basic Statistics (BCom) and Business Statistics,9789361091834,https://www.flipkart.com/fundamentals-statistics-first-year-bsc-semester-1-per-nep-syllabus-mumbai-university-also-useful-introduction-basic-bcom-business/p/itm291a85451e94c?pid=9789361091834,https://rukminim2.flixcart.com/image/612/612/xif0q/book/l/4/8/fundamentals-of-statistics-for-first-year-bsc-statistics-original-imah6cm2jvztpuv4.jpeg?q=70,₹188,₹210,10% off,"Paperback, Dr. P. G. Dixit, Dr. (Mrs.) A. A. Kulkarni",
INTRODUCTION TO MICROBIOLOGY for FY BSc Microbiology - As Per NEP,9789361091889,https://www.flipkart.com/introduction-microbiology-fy-bsc-per-nep/p/itm56eacb0d39231?pid=9789361091889,https://rukminim2.flixcart.com/image/612/612/xif0q/book/5/s/3/introduction-to-microbiology-for-fy-bsc-microbiology-as-per-nep-original-imah3mfzfq7nfffj.jpeg?q=70,₹129,₹150,14% off,"Paperback, Dr. Rajashree Bhalchandra Patwardhan, Dr. Pragati Sunil Abhyankar",
